Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Nachtwachtlaan;93;;1058 EC;AMSTERDAM;Fris Makelaardij Amsterdam B.V. ;020-3017715;In verkoop genomen;€ 399,500;Kosten koper;€ 4,077;€ 399,500;€ 4,077;  ;;nee;2-4-2019;23-4-2019;;5-6-2019;18-4-2019;18-4-2019;15-7-2019;;;17;98;255;;;7;4;;;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 399,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
's-Gravendijkdreef;283;;1104 DN;AMSTERDAM;ERA Van De Steege ;020-6903717;In verkoop genomen;€ 399,500;Kosten koper;€ 2,813;€ 450,000;€ 3,169;  ;;nee;5-4-2019;24-4-2019;24-5-2019;27-5-2019;19-4-2019;19-4-2019;14-6-2019;;;15;142;350;160;;8;;;2004;5;4;Woonhuis;eengezinswoning;;hoekwoning;normaal;;;;;Verkocht;;in overleg;0;€ 399,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Christoffelkruidstraat;92;;1032 LK;AMSTERDAM;Klok Real Estate B.V. ;020-6737056;In verkoop genomen;€ 399,500;Kosten koper;€ 5,790;€ 399,500;€ 5,790;  ;;nee;19-4-2019;;;16-7-2019;21-5-2019;21-5-2019;15-7-2019;;;33;69;252;;;;;25;2017;3;2;Appartement;;bovenwoning;;;;A;;30-6-2026;Verkocht;;in overleg;0;€ 399,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
IJburglaan;771;;1087 CH;AMSTERDAM;Voogd Makelaardij o.g. ;020-5733357;In verkoop genomen;€ 399,500;Kosten koper;€ 4,756;€ 442,500;€ 5,268;  ;;nee;15-5-2019;12-6-2019;10-7-2019;11-7-2019;11-6-2019;11-6-2019;11-6-2019;;;28;84;270;;1;15;77;;2006;3;2;Appartement;;penthouse;;;;A;;24-12-2028;Verkocht;;in overleg;0;€ 399,500;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Egidiusstraat;65;3;1055 GN;AMSTERDAM;AVT Makelaars B.V. ;020-3144469;In verkoop genomen;€ 399,965;Kosten koper;€ 4,761;€ 425,000;€ 5,060;  ;;nee;10-5-2019;27-5-2019;19-6-2019;12-7-2019;27-5-2019;27-5-2019;12-7-2019;;;18;84;266;;;;8;;1940;4;3;Appartement;;portiekflat;;;;;;;Verkocht;;in overleg;0;€ 399,965;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Elandsgracht;61;#NAME?;1016 TP;Amsterdam;Millionaire Makelaar ;023 5563208;In verkoop genomen;€ 399,999;Kosten koper;€ 8,511;€ 400,000;€ 8,511;  ;;nee;14-4-2019;18-6-2019;5-7-2019;15-7-2019;17-6-2019;17-6-2019;5-7-2019;;;65;47;165;;4;;;;;2;1;Appartement;;bovenwoning;;;;A;;30-4-2024;Verkocht;;in overleg;0;€ 399,999;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Prinsengracht;341;III;1016 HK;AMSTERDAM;Booij Makelaardij o.z. bv ;020-4222888;In verkoop genomen;€ 400,000;Kosten koper;€ 7,547;€ 410,000;€ 7,736;  ;;nee;30-5-2018;12-8-2019;;19-8-2019;13-8-2019;13-8-2019;25-9-2019;;;441;53;191;;11;;;;1883;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;2;€ 495,000;€ 450,000;28-9-2018;€ 45,000;€ 400,000;25-4-2019;€ 50,000;  ;;  ;  ;;  ;  ;;  
De Clercqstraat;95;-2 hoog;1053 AH;Amsterdam;Hoekstra & Van Eck Amsterdam-Noord ;020-6341332;In verkoop genomen;€ 400,000;Kosten koper;€ 5,970;€ 430,000;€ 6,418;  ;;nee;7-1-2019;8-3-2019;8-3-2019;1-7-2019;8-2-2019;8-2-2019;1-7-2019;;;33;67;235;;;6;5;23;1907;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vrolikstraat;291;B;1091 VC;AMSTERDAM;Makelaar1 ;013 8200905;In verkoop genomen;€ 400,000;Kosten koper;€ 7,018;€ 435,000;€ 7,632;  ;;nee;9-1-2019;6-3-2019;;21-7-2019;1-4-2019;1-4-2019;4-4-2019;;;83;57;200;;;6;7;;1905;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Oosterlengte;54;;1034 KZ;AMSTERDAM;Peters - de Jong Makelaardij in o.z. ;020-7711888;In verkoop genomen;€ 400,000;Kosten koper;€ 3,774;€ 425,000;€ 4,009;  ;;nee;7-2-2019;3-6-2019;;4-7-2019;28-5-2019;28-5-2019;28-8-2019;;;111;106;355;140;;26;;;1989;4;3;Woonhuis;eengezinswoning;;tussenwoning;normaal;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan Vrijmanstraat;259;;1087 MN;AMSTERDAM;RET Makelaars ;31207402020;In verkoop genomen;€ 400,000;Kosten koper;€ 4,301;€ 450,000;€ 4,839;  ;;nee;11-2-2019;8-3-2019;;18-6-2019;8-3-2019;8-3-2019;18-6-2019;;;26;93;299;;;4;7;;2009;4;3;Appartement;;bovenwoning;;;;A;;29-1-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wilhelmina Druckerstraat;96;;1066 AA;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 400,000;Kosten koper;€ 4,255;€ 440,000;€ 4,681;  ;;nee;13-2-2019;7-3-2019;4-4-2019;13-6-2019;7-3-2019;7-3-2019;17-6-2019;;;23;94;305;;;18;9;;2014;4;3;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kanaalstraat;157;4;1054 XE;AMSTERDAM;Makelaarskantoor BEN ;020-4202400;In verkoop genomen;€ 400,000;Kosten koper;€ 6,780;€ 450,000;€ 7,627;  ;;nee;21-2-2019;2-4-2019;;27-5-2019;27-3-2019;27-3-2019;14-5-2019;;;35;59;194;;;;28;;1907;2;1;Appartement;;bovenwoning;;;;B;;22-10-2024;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Finsenstraat;21;II;1098 RE;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 400,000;Kosten koper;€ 5,479;€ 440,000;€ 6,027;  ;;nee;25-2-2019;25-3-2019;;15-7-2019;25-3-2019;25-3-2019;15-7-2019;;;29;73;245;;;;8;;1955;3;2;Appartement;;bovenwoning;;;;E;;17-2-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Zeeburgerkade;694;;1019 HS;AMSTERDAM;RET Makelaars ;31207402020;In verkoop genomen;€ 400,000;Kosten koper;€ 5,000;€ 425,000;€ 5,313;  ;;nee;4-3-2019;21-3-2019;;12-7-2019;3-5-2019;3-5-2019;22-5-2019;;;61;80;253;;;5;7;;1898;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Amaliastraat;7;I;1052 GM;AMSTERDAM;HHW Makelaars ;020-6764444;In verkoop genomen;€ 400,000;Kosten koper;€ 5,797;€ 417,500;€ 6,051;  ;;nee;12-3-2019;19-4-2019;;27-5-2019;2-5-2019;2-5-2019;23-5-2019;;;52;69;229;;;;13;;1922;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Oostenburgervoorstraat;206;;1018 MR;AMSTERDAM;Von Poll Real Estate ;020-2159988;In verkoop genomen;€ 400,000;Kosten koper;€ 6,154;€ 420,000;€ 6,462;  ;;nee;20-3-2019;10-4-2019;;25-6-2019;9-4-2019;9-4-2019;24-6-2019;;;21;65;235;;;;;;1720;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Krasseurstraat;133;;1033 DJ;AMSTERDAM;ERA Van De Steege ;020-4357000;In verkoop genomen;€ 400,000;Kosten koper;€ 3,478;€ 440,000;€ 3,826;  ;;nee;25-3-2019;15-4-2019;;20-6-2019;15-4-2019;15-4-2019;21-6-2019;;;22;115;395;139;;11;;25;1990;5;4;Woonhuis;eengezinswoning;;hoekwoning;normaal;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Reggestraat;3;-1;1078 CX;AMSTERDAM;Kuijs Reinder Kakes ;020-6265361;In verkoop genomen;€ 400,000;Kosten koper;€ 5,714;€ 416,000;€ 5,943;  ;;nee;28-3-2019;25-6-2019;28-6-2019;19-8-2019;25-6-2019;25-6-2019;20-8-2019;;;90;70;240;;;;;;1923;3;2;Appartement;;bovenwoning;;;;F;;7-8-2022;Verkocht;;direct;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Linnaeusstraat;15;-3;1093 ED;AMSTERDAM;B.V. Deltam Makelaardij o.g. ;020-6471990;In verkoop genomen;€ 400,000;Kosten koper;€ 6,557;€ 430,000;€ 7,049;  ;;nee;2-4-2019;1-5-2019;24-5-2019;25-5-2019;26-4-2019;26-4-2019;5-6-2019;;;25;61;228;;;20;;;;2;1;Appartement;;bovenwoning;;;;F;;14-2-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Linnaeusparkweg;64;I;1098 EE;AMSTERDAM;Von Poll Real Estate ;020-2159988;In verkoop genomen;€ 400,000;Kosten koper;€ 5,797;€ 432,000;€ 6,261;  ;;nee;3-4-2019;23-4-2019;;3-6-2019;23-4-2019;23-4-2019;1-8-2019;;;21;69;238;;;;5;;1902;3;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Cramergracht;92;;1064 AH;AMSTERDAM;Recourt Makelaars ;020-6275011;In verkoop genomen;€ 400,000;Kosten koper;€ 4,444;€ 400,000;€ 4,444;  ;;nee;4-4-2019;12-4-2019;;10-7-2019;25-4-2019;25-4-2019;12-7-2019;;;22;90;250;;;6;70;36;1958;4;3;Appartement;;galerijflat;;;;F;;30-4-2024;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
John Kellypad;6;;1034 WG;AMSTERDAM;Fransen & Kroes Makelaars ;020 2103550;In verkoop genomen;€ 400,000;Kosten koper;€ 3,478;€ 440,000;€ 3,826;  ;;nee;5-4-2019;8-5-2019;13-5-2019;18-6-2019;8-5-2019;8-5-2019;12-8-2019;;;34;115;282;95;7;;18;;1994;4;3;Woonhuis;eengezinswoning;;tussenwoning;normaal;;A;;6-3-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Joan Melchior Kemperstraat;64;H;1051 TT;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verkoop genomen;€ 400,000;Kosten koper;€ 7,018;€ 441,000;€ 7,737;  ;;nee;6-4-2019;29-4-2019;;11-7-2019;29-4-2019;29-4-2019;1-8-2019;;;24;57;228;;;;;34;;3;2;Appartement;;benedenwoning;;;;D;;17-3-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ben Viljoenstraat;4;A;1091 XT;AMSTERDAM;Amsterdam@Home Makelaars ;020-3080650;In verkoop genomen;€ 400,000;Kosten koper;€ 5,714;€ 451,000;€ 6,443;  ;;nee;13-4-2019;2-5-2019;;13-8-2019;2-5-2019;2-5-2019;1-7-2019;;;20;70;241;;;4;18;;1989;3;2;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bonairestraat;22;II;1058 XH;AMSTERDAM;De Makelaers B.V. ;020 215 6 215;In verkoop genomen;€ 400,000;Kosten koper;€ 6,154;€ 439,000;€ 6,754;  ;;nee;16-4-2019;13-5-2019;;14-6-2019;9-5-2019;9-5-2019;30-7-2019;;;24;65;218;;;;3;;1931;2;1;Appartement;;bovenwoning;;;;D;;21-3-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rapenburg;78;;1011 TZ;AMSTERDAM;Amstel Makelaardij o.g. ;020- 238 63 00;In verkoop genomen;€ 400,000;Kosten koper;€ 6,557;€ 465,000;€ 7,623;  ;;nee;16-4-2019;21-5-2019;;19-6-2019;15-5-2019;15-5-2019;26-6-2019;;;30;61;255;;11;;4;;;3;1;Appartement;;bovenwoning;;;;C;;5-10-2026;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Legmeerstraat;41;1;1058 NB;AMSTERDAM;Mooijekind Vleut Makelaars O/G Amsterdam ;020-8002383;In verkoop genomen;€ 400,000;Kosten koper;€ 6,780;€ 430,000;€ 7,288;  ;;nee;17-4-2019;29-5-2019;;28-6-2019;29-5-2019;29-5-2019;2-9-2019;;;43;59;158;;;;13;;;3;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Linnaeusparkweg;34;-3;1098 EC;AMSTERDAM;RE/MAX PRO ;020-3331107;In verkoop genomen;€ 400,000;Kosten koper;€ 6,061;€ 480,000;€ 7,273;  ;;nee;23-4-2019;21-5-2019;15-6-2019;16-6-2019;10-5-2019;10-5-2019;22-7-2019;;;18;66;238;;;;45;;1900;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Carnapstraat;103;;1062 KX;AMSTERDAM;De Makelaers B.V. ;020 215 6 215;In verkoop genomen;€ 400,000;Kosten koper;€ 3,922;€ 466,000;€ 4,569;  ;;nee;26-4-2019;;;22-5-2019;8-5-2019;8-5-2019;1-8-2019;;;13;102;303;;;3;9;;1998;3;2;Appartement;;portiekwoning;;;;B;;23-4-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Waterspiegelplein;40;;1051 PB;AMSTERDAM;RE/MAX PRO ;020-3331107;In verkoop genomen;€ 400,000;Kosten koper;€ 5,195;€ 425,000;€ 5,519;  ;;nee;28-4-2019;6-6-2019;12-6-2019;13-6-2019;5-6-2019;5-6-2019;12-7-2019;;;39;77;241;;;6;4;32;;3;2;Appartement;;bovenwoning;;;;D;;7-3-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kramatweg;7;hs;1095 JM;AMSTERDAM;Makelaarswinkel B.V. ;030-2593076;In verkoop genomen;€ 400,000;Kosten koper;€ 6,061; Beschikbaar over 10 dagen  ;€ 6,572;  ;;nee;30-4-2019;17-5-2019;;15-6-2019;17-5-2019;17-5-2019;1-9-2019;;;18;66;230;;;4;;;1926;3;2;Appartement;;benedenwoning;;;;D;;31-5-2025;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bijlmerdreef;999;;1103 TW;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 400,000;Kosten koper;€ 2,857;€ 410,000;€ 2,929;  ;;nee;1-5-2019;23-5-2019;;23-7-2019;23-5-2019;23-5-2019;23-7-2019;;;23;140;426;;;3;29;;2004;3;2;Appartement;;penthouse;;;;A;;29-4-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Karperweg;17;;1075 LB;AMSTERDAM;Collectief Makelaars ;020-5356868;In verkoop genomen;€ 400,000;Kosten koper;€ 6,452;€ 402,500;€ 6,492;  ;;nee;2-5-2019;23-5-2019;23-6-2019;5-7-2019;1-7-2019;1-7-2019;5-8-2019;;;61;62;221;;;;14;;1938;4;2;Appartement;;bovenwoning;;;;E;;1-1-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Leeuwendalersweg;735;;1061 BK;AMSTERDAM;Makelaardij van der Linden Amsterdam ;020-5712712;In verkoop genomen;€ 400,000;Kosten koper;€ 4,762;€ 430,000;€ 5,119;  ;;nee;3-5-2019;17-5-2019;;29-5-2019;24-5-2019;24-5-2019;2-9-2019;;;22;84;259;;;6;;;2011;3;2;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Korte Meerhuizenstraat;8;II;1078 TL;AMSTERDAM;HHW Makelaars ;020-6764444;In verkoop genomen;€ 400,000;Kosten koper;€ 5,797;€ 451,500;€ 6,543;  ;;nee;8-5-2019;31-5-2019;;25-7-2019;29-5-2019;29-5-2019;5-8-2019;;;22;69;228;;;;5;;1923;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Carnapstraat;69;;1062 KW;AMSTERDAM;De Makelaers B.V. ;020 215 6 215;In verkoop genomen;€ 400,000;Kosten koper;€ 3,922;€ 467,333;€ 4,582;  ;;nee;8-5-2019;;;7-6-2019;21-5-2019;21-5-2019;21-6-2019;;;14;102;305;;;3;9;;1998;3;2;Appartement;;portiekwoning;;;;C;;10-4-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Dusartstraat;61;Hs;1072 HP;AMSTERDAM;De Makelaers B.V. ;020 215 6 215;In verkoop genomen;€ 400,000;Kosten koper;€ 7,692;€ 426,000;€ 8,192;  ;;nee;8-5-2019;11-6-2019;;29-7-2019;24-5-2019;24-5-2019;2-8-2019;;;17;52;213;;;9;;;1905;3;2;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Esmoreitstraat;17;H;1055 BZ;AMSTERDAM;Hoofdstad Makelaars ;020-6715150;In verkoop genomen;€ 400,000;Kosten koper;€ 7,018;€ 392,500;€ 6,886;  ;;nee;9-5-2019;28-6-2019;10-7-2019;11-7-2019;4-6-2019;4-6-2019;16-10-2019;;;27;57;181;;;15;5;19;1940;5;3;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bonaireplein;15;I;1058 XA;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verkoop genomen;€ 400,000;Kosten koper;€ 5,797;€ 436,000;€ 6,319;  ;;nee;10-5-2019;;;20-6-2019;5-6-2019;5-6-2019;2-8-2019;;;27;69;240;;;;3;;;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Leeuwerikstraat;8;a;1021 GL;AMSTERDAM;Amsterdam@Home Makelaars ;020-3080650;In verkoop genomen;€ 400,000;Kosten koper;€ 5,479;€ 410,000;€ 5,616;  ;;nee;11-5-2019;20-6-2019;;10-7-2019;19-6-2019;19-6-2019;31-7-2019;;;40;73;256;;;17;72;;1986;3;2;Appartement;;benedenwoning;;;;C;;8-2-2022;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Walbeeckstraat;87;-1;1058 CM;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verkoop genomen;€ 400,000;Kosten koper;€ 7,143;€ 440,087;€ 7,859;  ;;nee;12-5-2019;27-5-2019;;20-6-2019;27-5-2019;27-5-2019;24-6-2019;;;16;56;175;;1;;5;17;1933;4;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bocholtstraat;48;;1066 MG;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 400,000;Kosten koper;€ 3,571;€ 405,000;€ 3,616;  ;;nee;13-5-2019;24-6-2019;24-7-2019;13-8-2019;20-6-2019;20-6-2019;16-8-2019;;;39;112;380;212;;7;;;1991;5;4;Woonhuis;eengezinswoning;;hoekwoning;normaal;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Derkinderenstraat;152;;1061 VX;AMSTERDAM;Makelaar Bert ;020 2613470;In verkoop genomen;€ 400,000;Kosten koper;€ 4,545;€ 452,250;€ 5,139;  ;;nee;17-5-2019;;;13-6-2019;6-6-2019;6-6-2019;19-7-2019;;;21;88;301;;;;15;;2008;4;3;Appartement;;bovenwoning;;;;A;;14-4-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sarphatistraat;195;-4;1018 GH;AMSTERDAM;RE/MAX PRO ;020-3331107;In verkoop genomen;€ 400,000;Kosten koper;€ 5,333;€ 405,000;€ 5,400;  ;;nee;19-5-2019;26-6-2019;5-7-2019;6-7-2019;22-6-2019;22-6-2019;10-7-2019;;;35;75;248;;;;34;45;1910;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Dick Greinerstraat;87;;1019 CS;AMSTERDAM;020-Makelaars ;020-6202020;In verkoop genomen;€ 400,000;Kosten koper;€ 5,405;€ 441,087;€ 5,961;  ;;nee;20-5-2019;7-6-2019;;22-6-2019;6-6-2019;6-6-2019;9-9-2019;;;18;74;235;;1;5;;;1988;3;2;Appartement;;benedenwoning;;;;B;;10-5-2025;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Schollenbrugstraat;17;II;1091 GA;AMSTERDAM;Von Poll Real Estate ;020-2159988;In verkoop genomen;€ 400,000;Kosten koper;€ 6,154;€ 451,000;€ 6,938;  ;;nee;22-5-2019;29-5-2019;;5-6-2019;31-5-2019;31-5-2019;30-9-2019;;;10;65;210;;;;3;;1934;3;2;Appartement;;tussenverdieping;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Meeuwenlaan;122;I;1021 JN;AMSTERDAM;'t Huys Makelaardij ;020-7713278;In verkoop genomen;€ 400,000;Kosten koper;€ 4,082;€ 422,000;€ 4,306;  ;;nee;22-5-2019;18-6-2019;1-8-2019;14-8-2019;21-6-2019;21-6-2019;30-9-2019;;;31;98;340;;1;;17;;1926;4;2;Appartement;;maisonnette;;;;D;;19-5-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Dapperstraat;10;F;1093 BT;AMSTERDAM;Makelaar Bert ;020 2613470;In verkoop genomen;€ 400,000;Kosten koper;€ 5,714;€ 444,400;€ 6,349;  ;;nee;24-5-2019;;;24-6-2019;17-6-2019;17-6-2019;7-8-2019;;;25;70;258;;;4;;;1881;3;2;Appartement;;bovenwoning;;;;B;;14-6-2020;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Langendijkstraat;14;#NAME?;1054 ZA;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 400,000;Kosten koper;€ 7,407;€ 422,500;€ 7,824;  ;;nee;27-5-2019;17-6-2019;8-7-2019;15-7-2019;17-6-2019;17-6-2019;12-8-2019;;;22;54;175;;;15;27;;;2;1;Appartement;;tussenverdieping;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Prins Hendrikkade;78;G;1012 AE;Amsterdam;Hoekstra & van Eck Amsterdam Centrum ;020-6241214;In verkoop genomen;€ 400,000;Kosten koper;€ 5,797;€ 425,000;€ 6,159;  ;;nee;4-6-2019;26-6-2019;1-7-2019;12-7-2019;26-6-2019;26-6-2019;12-7-2019;;;23;69;220;;;7;;;1979;3;2;Appartement;;beneden + bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
President Kennedylaan;6;-2;1079 NB;AMSTERDAM;Boelen Makelaardij o.z. ;020-2260066;In verkoop genomen;€ 400,000;Kosten koper;€ 5,797;€ 400,000;€ 5,797;  ;;nee;6-6-2019;5-7-2019;25-7-2019;26-7-2019;4-7-2019;4-7-2019;25-7-2019;;;29;69;214;;;;9;;1940;4;2;Appartement;;bovenwoning;;;;E;;4-8-2025;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Calandlaan;537;;1068 NN;AMSTERDAM;Makelaardij van der Linden Amsterdam ;020-5712712;In verkoop genomen;€ 400,000;Kosten koper;€ 3,175;€ 395,000;€ 3,135;  ;;nee;7-6-2019;5-7-2019;;31-7-2019;17-7-2019;17-7-2019;23-9-2019;;;41;126;445;108;4;;;;;5;4;Woonhuis;eengezinswoning;;tussenwoning;;;D;;17-6-2029;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Zaandijkstraat;4;Hs;1013 VN;AMSTERDAM;Makelaarsgroep Ameo, Amsterdam en Omstreken B.V. ;020 6001600;In verkoop genomen;€ 400,000;Kosten koper;€ 5,405;€ 397,500;€ 5,372;  ;;nee;7-6-2019;3-7-2019;31-7-2019;1-8-2019;26-6-2019;26-6-2019;2-9-2019;;;20;74;282;;;;;;1882;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 400,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
