Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Nieuwe Prinsengracht;90;I;1018 VW;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,750;€ 29;€ 1,750;Per maand;nee;2-7-2019;;;23-7-2019;23-7-2019;23-7-2019;;;;22;60;162;;;;2;;1891;3;2;Appartement;;bovenwoning;;;;B;1.2;30-1-2022;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lijnbaansgracht;304;III;1017 RN;AMSTERDAM;Dames van Vermeer B.V. ;203626450;In verhuur genomen; € - ;; € - ;€ 1,750;€ 35;€ 1,750;Per maand;nee;2-7-2019;;;12-8-2019;12-7-2019;12-7-2019;;;;11;50;153;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Iepenplein;88;;1091 JR;AMSTERDAM;Bianca Combee Housing Service ;06-14514410;In verhuur genomen; € - ;; € - ;€ 1,750;€ 22;€ 1,750;Per maand;nee;4-7-2019;;;17-7-2019;17-7-2019;17-7-2019;19-7-2019;;;14;80;200;;;;;;1979;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Amstelkade;41;#NAME?;1078 AG;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,750;€ 27;€ 1,750;Per maand;nee;4-7-2019;;;1-8-2019;31-7-2019;31-7-2019;1-8-2019;;;28;64;173;;;;5;;1923;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bentinckstraat;99;III;1051 GJ;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,750;€ 22;€ 1,750;Per maand;nee;5-7-2019;;;30-7-2019;30-7-2019;30-7-2019;;;;26;80;208;;;;8;;;3;2;Appartement;;bovenwoning;;;;D;2;30-9-2024;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Frederik Hendrikstraat;94;I;1052 HZ;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,750;€ 27;€ 1,750;Per maand;nee;5-7-2019;28-7-2019;;30-7-2019;24-7-2019;24-7-2019;13-8-2019;;;20;64;170;;;;6;;1905;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
President Steynstraat;17;#NAME?;1091 NB;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 1,750;€ 25;€ 1,750;Per maand;nee;5-7-2019;;;21-8-2019;21-8-2019;21-8-2019;21-8-2019;;;48;71;185;;;;;;1928;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,850;€ 1,750;16-7-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hembrugstraat;360;;1013 XG;AMSTERDAM;Brummel en Beuk Makelaars B.V. ;207220707;In verhuur genomen; € - ;; € - ;€ 1,750;€ 27;€ 1,750;Per maand;nee;6-7-2019;17-7-2019;;29-7-2019;29-7-2019;29-7-2019;;;;24;64;200;;1;;6;33;1918;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Anne Frankstraat;244;;1011 MP;AMSTERDAM;Alcoco ;020 4638790;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 1,750;Per jaar;nee;6-7-2019;;;9-7-2019;9-7-2019;9-7-2019;1-8-2019;;;4;94;245;;;;;;;2;1;Appartement;;portiekwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Oudezijds Achterburgwal;149;3;1012 DG;AMSTERDAM;Parker & Williams Real Estate Service ;020 6750202;In verhuur genomen; € - ;; € - ;€ 1,750;€ 17;€ 1,750;Per maand;nee;8-7-2019;30-7-2019;;1-8-2019;23-7-2019;23-7-2019;1-8-2019;;;16;105;244;;;;8;;1799;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bilderdijkstraat;66;1;1053 KV;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ; Beschikbaar over 10 dagen  ;€ 27;€ 1,750;Per maand;nee;8-7-2019;;;22-7-2019;22-7-2019;22-7-2019;1-9-2019;;;15;65;175;;;;;;1930;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Cornelis Vermuydenstraat;66;;1018 RN;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 1,750;€ 25;€ 1,750;Per maand;nee;9-7-2019;;;9-8-2019;9-8-2019;9-8-2019;20-8-2019;;;32;70;182;;;;;;2016;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Omval;105;;1096 AA;AMSTERDAM;Puur Makelaars Amsterdam bv ;020-6402387;In verhuur genomen; € - ;; € - ;€ 1,750;€ 21;€ 1,750;Per maand;nee;11-7-2019;;;30-7-2019;30-7-2019;30-7-2019;1-8-2019;;;20;85;275;;3;6;;;1997;3;2;Appartement;;bovenwoning;;;;C;;21-3-2028;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Omval;105;;1096 AA;AMSTERDAM;Puur Makelaars Haarlem-Noord ;023 5319600;In verhuur genomen; € - ;; € - ;€ 1,750;€ 21;€ 1,750;Per maand;nee;11-7-2019;;;30-7-2019;30-7-2019;30-7-2019;;;;20;85;275;;3;6;;;1997;3;2;Appartement;;bovenwoning;;;;C;;21-3-2028;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tweede Hugo de Grootstraat;27;II;1052 LB;AMSTERDAM;Van Maarschalkerwaart Makelaardij o.g. b.v. ;020-5721111;In verhuur genomen; € - ;; € - ;€ 1,750;€ 32;€ 1,750;Per maand;nee;11-7-2019;;;18-7-2019;18-7-2019;18-7-2019;;;;8;55;138;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ruysdaelkade;167;1;1072 AS;AMSTERDAM;Recourt Makelaars ;020-6275011;In verhuur genomen; € - ;; € - ;€ 1,750;€ 32;€ 1,750;Per maand;nee;11-7-2019;26-7-2019;;2-8-2019;31-7-2019;31-7-2019;13-8-2019;;;21;55;130;;;;;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Prinsengracht;536;;1017 KJ;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 1,750;€ 39;€ 1,750;Per maand;nee;15-7-2019;;;21-8-2019;1-8-2019;1-8-2019;1-8-2019;;;18;45;117;;;;;;1670;1;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;1;€ 1,900;€ 1,750;25-7-2019;€ 150;  ;;  ;  ;;  ;  ;;  ;  ;;  
Trompenburgstraat;107;I;1079 TT;AMSTERDAM;Inter Immo makelaars Almere ;036-5407335;In verhuur genomen; € - ;; € - ;€ 1,750;€ 27;€ 1,750;Per maand;nee;16-7-2019;;;2-8-2019;1-8-2019;1-8-2019;1-8-2019;;;17;65;175;;;;8;;1936;3;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Uiterwaardenstraat;332;I;1079 DC;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,750;€ 27;€ 1,750;Per maand;nee;17-7-2019;;;26-7-2019;26-7-2019;26-7-2019;26-7-2019;;;10;64;173;;;;7;;1935;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Honingen;11;;1083 JP;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,750;€ 21;€ 1,750;Per maand;nee;18-7-2019;;;22-7-2019;22-7-2019;22-7-2019;22-7-2019;;;5;85;250;;;;;;1986;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Boterbloemstraat;9;;1032 LV;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,750;€ 18;€ 1,750;Per maand;nee;19-7-2019;;;31-7-2019;31-7-2019;31-7-2019;31-7-2019;;;13;100;250;;;;;;2019;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Scheepsbouwweg;139;;1033 DC;AMSTERDAM;Heeren Makelaars B.V. ;020-4702255;In verhuur genomen; € - ;; € - ;€ 1,750;€ 23;€ 1,750;Per maand;nee;23-7-2019;8-8-2019;;16-8-2019;9-8-2019;9-8-2019;1-9-2019;;;18;75;283;;;5;;36;2019;3;2;Woonhuis;eengezinswoning;;tussenwoning;luxe;;A++;0.49;15-2-2019;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tweede Jan van der Heijdenstraat;57;III;1074 XP;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,750;€ 29;€ 1,750;Per maand;nee;23-7-2019;;;20-8-2019;20-8-2019;20-8-2019;21-8-2019;;;29;60;140;;;;9;;1850;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Weteringdwarsstraat;59;#NAME?;1017 TM;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 1,750;€ 22;€ 1,750;Per maand;nee;24-7-2019;;;21-8-2019;21-8-2019;21-8-2019;21-8-2019;;;29;80;200;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rietlandpark;73;;1019 DS;AMSTERDAM;Inter Immo makelaars Almere ;036-5407335;In verhuur genomen; € - ;; € - ; Beschikbaar over 12 dagen  ;€ 21;€ 1,750;Per maand;nee;24-7-2019;9-8-2019;;16-8-2019;16-8-2019;16-8-2019;3-9-2019;;;24;82;240;;;;3;;2001;3;2;Appartement;;portiekflat;;;;B;;4-3-2025;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Driehoekstraat;66;;1015 GL;AMSTERDAM;Homecrew ;(+31) 6 484 90 559;In verhuur genomen; € - ;; € - ;€ 1,750;€ 27;€ 1,750;Per maand;nee;24-7-2019;;;22-8-2019;22-8-2019;22-8-2019;;;;30;66;160;;;;;;1906;3;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Arent Janszoon Ernststraat;221;;1083 JN;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,750;€ 22;€ 1,750;Per maand;nee;25-7-2019;8-8-2019;;10-8-2019;6-8-2019;6-8-2019;12-8-2019;;;13;80;210;;;;;;1986;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Roelof Hartstraat;5;IV;1071 VE;AMSTERDAM;Dutch Housing Centre B.V. ;(+31) 20 662 12 34;In verhuur genomen; € - ;; € - ;€ 1,750;€ 25;€ 1,750;Per maand;nee;25-7-2019;;;20-8-2019;20-8-2019;20-8-2019;;;;27;69;194;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Omval;357;;1096 HR;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,750;€ 18;€ 1,750;Per maand;nee;25-7-2019;;;15-8-2019;15-8-2019;15-8-2019;15-8-2019;;;22;95;300;;;;;;1997;4;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwpoortstraat;86;C8;1055 RZ;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 1,750;Per maand;nee;26-7-2019;;;9-8-2019;1-8-2019;1-8-2019;;;;7;83;240;;;;;;2017;2;1;Appartement;;portiekwoning;;;;B;1;25-4-2027;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Da Costastraat;41;III;1053 ZD;AMSTERDAM;PB Makelaars o.z. ;020-8203456;In verhuur genomen; € - ;; € - ;€ 1,750;€ 35;€ 1,750;Per maand;nee;26-7-2019;;;1-8-2019;1-8-2019;1-8-2019;;;;7;50;125;;;;;;1910;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jacob van Lennepstraat;73;4;1053 HE;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 1,750;Per maand;nee;27-7-2019;;;22-8-2019;21-8-2019;21-8-2019;;;;26;70;210;;;;;;1880;3;1;Appartement;;bovenwoning;;;;B;1;24-7-2027;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stadionplein;17;IV;1076 CG;AMSTERDAM;Heeren Makelaars B.V. ;020-4702255;In verhuur genomen; € - ;; € - ;€ 1,750;€ 23;€ 1,750;Per maand;nee;29-7-2019;7-8-2019;;20-8-2019;9-8-2019;9-8-2019;1-9-2019;;;12;75;200;;;;5;;1931;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Westerdoksdijk;447;;1013 BX;AMSTERDAM;Makelaarswinkel B.V. ;030-2593076;In verhuur genomen; € - ;; € - ; Beschikbaar over 10 dagen  ;€ 24;€ 1,750;Per maand;nee;29-7-2019;15-8-2019;;17-8-2019;15-8-2019;15-8-2019;1-9-2019;;;18;73;200;;;3;;;2008;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Boterbloemstraat;9;;1032 LV;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,750;€ 18;€ 1,750;Per maand;nee;1-8-2019;;;15-8-2019;15-8-2019;15-8-2019;15-8-2019;;;15;100;250;;;;;;2019;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Arent Janszoon Ernststraat;795;;1082 LL;AMSTERDAM;Alcoco ;020 4638790;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 1,750;Per jaar;nee;1-8-2019;;;18-8-2019;18-8-2019;18-8-2019;19-8-2019;;;18;85;213;;;;;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;1;€ 1,850;€ 1,750;11-8-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vatternkade;67;BOV;1060 PK;AMSTERDAM;Alcoco ;020 4638790;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 1,750;Per jaar;nee;1-8-2019;;;19-8-2019;18-8-2019;18-8-2019;23-8-2019;;;18;120;300;;;;;;;5;3;Appartement;;maisonnette;;;;;;;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tweede Kostverlorenkade;4;#NAME?;1052 RH;AMSTERDAM;Recourt Makelaars ;020-6275011;In verhuur genomen; € - ;; € - ;€ 1,750;€ 34;€ 1,750;Per maand;nee;2-8-2019;1-9-2019;;22-8-2019;22-8-2019;22-8-2019;;;;21;52;160;;;4;10;16;;3;2;Appartement;;benedenwoning;;;;C;;17-8-2025;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kribbestraat;30;I;1079 WS;AMSTERDAM;Dutch Housing Centre B.V. ;(+31) 20 662 12 34;In verhuur genomen; € - ;; € - ;€ 1,750;€ 22;€ 1,750;Per maand;nee;5-8-2019;12-8-2019;;20-8-2019;19-8-2019;19-8-2019;;;;15;80;200;;;;6;;;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Da Costastraat;20;hs;1053 ZC;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,650;€ 30;€ 1,750;Per maand;nee;6-8-2019;;;16-8-2019;16-8-2019;16-8-2019;16-8-2019;;;11;55;160;;;;;;1906;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Beethovenstraat;16;l;1077 JG;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;Direct verhuurd; € - ;; € - ;€ 1,750;€ 25;€ 1,750;Per maand;nee;31-7-2019;;;7-8-2019;31-7-2019;31-7-2019;31-7-2019;;;1;70;196;;;;4;;1928;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Baststraat;28;1;1071 TX;AMSTERDAM;Collection Apartments ;639485636;In verhuur genomen; € - ;; € - ;€ 1,900;€ 32;€ 1,750;Per maand;nee;7-8-2019;;;13-8-2019;13-8-2019;13-8-2019;;;;7;60;150;;2;;;;1905;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Archimedesweg;65;#NAME?;1098 JM;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 1,750;€ 18;€ 1,750;Per maand;nee;7-8-2019;;;21-8-2019;21-8-2019;21-8-2019;22-8-2019;;;15;95;235;;;;;;;4;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lange Niezel;16;III;1012 GT;AMSTERDAM;Amstelland Makelaars B.V. ;020-3209080;In verhuur genomen; € - ;; € - ;€ 1,750;€ 25;€ 1,750;Per maand;nee;7-8-2019;;;22-8-2019;21-8-2019;21-8-2019;22-8-2019;;;15;70;250;;2;;;;1800;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lijnbaansgracht;115;A;1016 KT;AMSTERDAM;Nico Tel Makelaars o.g. B.V. ;020-3012949;In verhuur genomen; € - ;; € - ;€ 1,750;€ 36;€ 1,750;Per maand;nee;7-8-2019;;;12-8-2019;11-8-2019;11-8-2019;;;;5;49;123;;;;;;;3;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Scheepsbouwweg;139;;1033 DC;AMSTERDAM;Another Home Abroad BV ;020-7880434;In verhuur genomen; € - ;; € - ;€ 1,750;€ 23;€ 1,750;Per maand;nee;22-8-2019;;;22-8-2019;22-8-2019;22-8-2019;;;;1;75;275;;;;6;;;3;2;Woonhuis;eengezinswoning;;tussenwoning;luxe;;;;;Verhuurd;;direct;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Prinsengracht;112;II;1018 VX;AMSTERDAM;Beekman Makelaardij o.g. b.v. ;020-6792020;In verkoop/verhuur genomen;€ 425,000;Kosten koper;€ 7,870;€ 1,900;€ 35;€ 1,750;Per maand;nee;5-6-2019;;;24-6-2019;24-6-2019;24-6-2019;24-6-2019;;;20;54;150;;1;1;1;;;2;1;Appartement;;bovenwoning;;;;D;;12-8-2023;Verhuurd;;in overleg;0;€ 1,750;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Amstelkade;25;B;1078 AD;AMSTERDAM;Visch & van Zeggelaar Amsterdam ;020 2091911;In verhuur genomen; € - ;; € - ;€ 1,755;€ 27;€ 1,755;Per maand;nee;22-5-2019;;;15-7-2019;20-6-2019;20-6-2019;;;;30;64;140;;;;4;;1920;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,755;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stuurmankade;236;;1019 WC;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,755;€ 12;€ 1,755;Per maand;nee;28-6-2019;;;24-7-2019;24-7-2019;24-7-2019;;;;27;152;395;;14;;;27;1998;5;4;Woonhuis;eengezinswoning;;tussenwoning;normaal;;;;;Verhuurd;;per datum;0;€ 1,755;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eosstraat;444;;1076 DT;Amsterdam;Fris Vastgoed Management ;020-3017730;In verhuur genomen; € - ;; € - ;€ 1,800;€ 19;€ 1,765;Per jaar;nee;28-5-2019;;;5-7-2019;11-6-2019;11-6-2019;;;;15;95;260;;8;5;;;;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;direct;0;€ 1,765;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Swammerdamstraat;70;C;1091 RW;Amsterdam;CITYHOP Real Estate ;020-2218732;In verhuur genomen; € - ;; € - ;€ 1,775;€ 27;€ 1,775;Per jaar;nee;10-4-2019;;;4-6-2019;2-5-2019;2-5-2019;;;;23;65;195;;;;;;1880;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,775;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nicolaas Maesstraat;128;1;1071 RH;AMSTERDAM;Your Home Makelaardij ;020-3706020;In verhuur genomen; € - ;; € - ;€ 1,775;€ 25;€ 1,775;Per maand;nee;1-5-2019;;;17-6-2019;17-6-2019;17-6-2019;;;;48;72;210;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,875;€ 1,775;10-5-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Olympiaplein;172;III;1076 AM;AMSTERDAM;Digimakelaars.nl ;088-0000400;In verhuur genomen; € - ;; € - ;€ 1,775;€ 17;€ 1,775;Per maand;nee;10-5-2019;;;25-6-2019;25-6-2019;25-6-2019;;;;47;107;320;;;;4;;1926;3;2;Appartement;;bovenwoning;;;;G;;12-5-2026;Verhuurd;;direct;0;€ 1,775;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Mary van der Sluisstraat;446;;1095 ME;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ; Beschikbaar over 11 dagen  ;€ 18;€ 1,785;Per maand;nee;15-7-2019;;;16-8-2019;16-8-2019;16-8-2019;2-9-2019;;;33;100;269;;;;;;2016;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,785;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Artemisstraat;76;;1076 DW;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,765;€ 19;€ 1,790;Per maand;nee;12-2-2019;;;19-8-2019;19-8-2019;19-8-2019;;;;189;93;246;;4;12;10;;2004;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;1;€ 1,765;€ 1,790;27-2-2019;€ -25;  ;;  ;  ;;  ;  ;;  ;  ;;  
mt. Lincolnweg;14;S9;1033 SN;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,790;€ 19;€ 1,790;Per maand;nee;26-4-2019;;;23-7-2019;23-7-2019;23-7-2019;23-7-2019;;;89;92;248;;;;;;2018;4;3;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,790;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
mt. Lincolnweg;14;S10;1033 SN;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,790;€ 19;€ 1,790;Per maand;nee;26-4-2019;;;2-7-2019;2-7-2019;2-7-2019;12-7-2019;;;68;92;248;;;;;;2018;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,790;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eosstraat;167;;1076 DT;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,790;€ 18;€ 1,790;Per jaar;nee;16-5-2019;;29-5-2019;3-7-2019;21-5-2019;21-5-2019;;;;6;98;255;;6;10;20;;2004;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;0;€ 1,790;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Binnenkant;32;2;1011 BK;AMSTERDAM;Cityhomes ;206250071;In verhuur genomen; € - ;; € - ;€ 1,795;€ 28;€ 1,795;Per maand;nee;21-3-2019;;;31-7-2019;31-7-2019;31-7-2019;31-7-2019;;;133;64;180;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,800;€ 1,795;15-5-2019;€ 5;  ;;  ;  ;;  ;  ;;  ;  ;;  
